"seqid","source","type","start","end","score","strand","phase","attributes","longitud"
"JAJSEB010000012.1","Genbank","gene",18,527,".","-",".","ID=gene-LSM04_000567;Name=LSM04_000567;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000567;partial=true;start_range=.,18",510
"JAJSEB010000020.1","Genbank","gene",41916,42830,".","-",".","ID=gene-LSM04_004209;Name=LSM04_004209;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004209",915
"JAJSEB010000020.1","Genbank","gene",43683,44384,".","-",".","ID=gene-LSM04_008705;Name=LSM04_008705;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008705",702
"JAJSEB010000020.1","Genbank","gene",44428,45319,".","-",".","ID=gene-LSM04_003490;Name=LSM04_003490;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003490",892
"JAJSEB010000020.1","Genbank","gene",45432,45707,".","+",".","ID=gene-LSM04_002409;Name=LSM04_002409;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002409",276
"JAJSEB010000020.1","Genbank","gene",46386,50885,".","-",".","ID=gene-LSM04_003286;Name=LSM04_003286;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003286",4500
"JAJSEB010000020.1","Genbank","gene",51327,52887,".","-",".","ID=gene-LSM04_009166;Name=LSM04_009166;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009166",1561
"JAJSEB010000020.1","Genbank","gene",53797,55152,".","-",".","ID=gene-LSM04_001606;Name=LSM04_001606;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001606",1356
"JAJSEB010000020.1","Genbank","gene",55865,59332,".","-",".","ID=gene-LSM04_001979;Name=LSM04_001979;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001979",3468
"JAJSEB010000020.1","Genbank","gene",60069,63065,".","-",".","ID=gene-LSM04_001441;Name=LSM04_001441;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001441",2997
"JAJSEB010000020.1","Genbank","gene",63409,65544,".","-",".","ID=gene-LSM04_009558;Name=LSM04_009558;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009558",2136
"JAJSEB010000020.1","Genbank","gene",65922,66746,".","-",".","ID=gene-LSM04_007190;Name=LSM04_007190;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007190",825
"JAJSEB010000020.1","Genbank","gene",67759,69720,".","-",".","ID=gene-LSM04_002779;Name=LSM04_002779;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002779",1962
"JAJSEB010000020.1","Genbank","gene",70194,72350,".","-",".","ID=gene-LSM04_004007;Name=LSM04_004007;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004007",2157
"JAJSEB010000020.1","Genbank","gene",72831,75524,".","-",".","ID=gene-LSM04_009617;Name=LSM04_009617;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009617",2694
"JAJSEB010000020.1","Genbank","gene",76113,78212,".","-",".","ID=gene-LSM04_004320;Name=LSM04_004320;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004320",2100
"JAJSEB010000020.1","Genbank","gene",78509,78905,".","-",".","ID=gene-LSM04_000504;Name=LSM04_000504;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000504",397
"JAJSEB010000020.1","Genbank","gene",81207,85952,".","-",".","ID=gene-LSM04_003948;Name=LSM04_003948;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003948",4746
"JAJSEB010000020.1","Genbank","gene",88714,90684,".","-",".","ID=gene-LSM04_001725;Name=LSM04_001725;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001725",1971
"JAJSEB010000020.1","Genbank","gene",92510,94342,".","-",".","ID=gene-LSM04_004092;Name=LSM04_004092;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004092",1833
"JAJSEB010000020.1","Genbank","gene",95004,97076,".","-",".","ID=gene-LSM04_006020;Name=LSM04_006020;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006020",2073
"JAJSEB010000020.1","Genbank","gene",98167,99444,".","-",".","ID=gene-LSM04_001666;Name=LSM04_001666;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001666",1278
"JAJSEB010000020.1","Genbank","gene",101071,101955,".","-",".","ID=gene-LSM04_005839;Name=LSM04_005839;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005839",885
"JAJSEB010000020.1","Genbank","gene",102044,102382,".","-",".","ID=gene-LSM04_008553;Name=LSM04_008553;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008553",339
"JAJSEB010000020.1","Genbank","gene",102792,104159,".","-",".","ID=gene-LSM04_001932;Name=LSM04_001932;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001932",1368
"JAJSEB010000020.1","Genbank","gene",105313,105642,".","-",".","ID=gene-LSM04_000381;Name=LSM04_000381;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000381",330
"JAJSEB010000020.1","Genbank","gene",106303,108504,".","-",".","ID=gene-LSM04_003255;Name=LSM04_003255;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003255",2202
"JAJSEB010000020.1","Genbank","gene",109111,109605,".","-",".","ID=gene-LSM04_006932;Name=LSM04_006932;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006932",495
"JAJSEB010000020.1","Genbank","gene",110181,111401,".","-",".","ID=gene-LSM04_007241;Name=LSM04_007241;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007241",1221
"JAJSEB010000020.1","Genbank","gene",112167,113654,".","-",".","ID=gene-LSM04_008502;Name=LSM04_008502;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008502",1488
"JAJSEB010000020.1","Genbank","gene",115002,116015,".","-",".","ID=gene-LSM04_009087;Name=LSM04_009087;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009087",1014
"JAJSEB010000020.1","Genbank","gene",118300,121104,".","-",".","ID=gene-LSM04_005519;Name=LSM04_005519;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005519",2805
"JAJSEB010000020.1","Genbank","gene",123444,125786,".","-",".","ID=gene-LSM04_008081;Name=LSM04_008081;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008081",2343
"JAJSEB010000020.1","Genbank","gene",127340,129589,".","-",".","ID=gene-LSM04_002967;Name=LSM04_002967;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002967",2250
"JAJSEB010000020.1","Genbank","gene",131084,132785,".","-",".","ID=gene-LSM04_006972;Name=LSM04_006972;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006972",1702
"JAJSEB010000020.1","Genbank","gene",133247,133591,".","+",".","ID=gene-LSM04_006901;Name=LSM04_006901;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006901",345
"JAJSEB010000020.1","Genbank","gene",134550,136052,".","-",".","ID=gene-LSM04_005297;Name=LSM04_005297;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005297",1503
"JAJSEB010000020.1","Genbank","gene",136497,139112,".","-",".","ID=gene-LSM04_001015;Name=LSM04_001015;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001015",2616
"JAJSEB010000020.1","Genbank","gene",140004,142643,".","-",".","ID=gene-LSM04_009200;Name=LSM04_009200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009200",2640
"JAJSEB010000020.1","Genbank","gene",143549,145336,".","-",".","ID=gene-LSM04_006417;Name=LSM04_006417;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006417",1788
"JAJSEB010000020.1","Genbank","gene",147674,153055,".","-",".","ID=gene-LSM04_001096;Name=LSM04_001096;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001096",5382
"JAJSEB010000020.1","Genbank","gene",153973,157509,".","-",".","ID=gene-LSM04_007474;Name=LSM04_007474;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007474",3537
"JAJSEB010000020.1","Genbank","gene",158084,158614,".","+",".","ID=gene-LSM04_001948;Name=LSM04_001948;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001948",531
"JAJSEB010000020.1","Genbank","gene",158775,160649,".","-",".","ID=gene-LSM04_000630;Name=LSM04_000630;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000630",1875
"JAJSEB010000020.1","Genbank","gene",161391,163214,".","-",".","ID=gene-LSM04_001543;Name=LSM04_001543;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001543",1824
"JAJSEB010000020.1","Genbank","gene",163459,163860,".","-",".","ID=gene-LSM04_002772;Name=LSM04_002772;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002772",402
"JAJSEB010000020.1","Genbank","gene",164005,164370,".","-",".","ID=gene-LSM04_000661;Name=LSM04_000661;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000661",366
"JAJSEB010000020.1","Genbank","gene",164575,165141,".","-",".","ID=gene-LSM04_002649;Name=LSM04_002649;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002649",567
"JAJSEB010000020.1","Genbank","gene",165230,165655,".","+",".","ID=gene-LSM04_001716;Name=LSM04_001716;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001716",426
"JAJSEB010000020.1","Genbank","gene",171545,171877,".","-",".","ID=gene-LSM04_008688;Name=LSM04_008688;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008688",333
"JAJSEB010000020.1","Genbank","gene",174131,175071,".","+",".","ID=gene-LSM04_002911;Name=LSM04_002911;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002911",941
"JAJSEB010000020.1","Genbank","gene",175110,175364,".","-",".","ID=gene-LSM04_004910;Name=LSM04_004910;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004910",255
"JAJSEB010000020.1","Genbank","gene",175764,176516,".","-",".","ID=gene-LSM04_000161;Name=LSM04_000161;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000161",753
"JAJSEB010000020.1","Genbank","gene",176870,177169,".","-",".","ID=gene-LSM04_006838;Name=LSM04_006838;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006838",300
"JAJSEB010000020.1","Genbank","gene",177352,177953,".","+",".","ID=gene-LSM04_004627;Name=LSM04_004627;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004627",602
"JAJSEB010000020.1","Genbank","gene",177984,178988,".","-",".","ID=gene-LSM04_000762;Name=LSM04_000762;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000762",1005
"JAJSEB010000020.1","Genbank","gene",179568,180107,".","+",".","ID=gene-LSM04_000153;Name=LSM04_000153;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000153",540
"JAJSEB010000020.1","Genbank","gene",180258,181412,".","-",".","ID=gene-LSM04_005899;Name=LSM04_005899;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005899",1155
"JAJSEB010000020.1","Genbank","gene",181549,182128,".","-",".","ID=gene-LSM04_007136;Name=LSM04_007136;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007136",580
"JAJSEB010000020.1","Genbank","gene",182872,184694,".","-",".","ID=gene-LSM04_009482;Name=LSM04_009482;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009482",1823
"JAJSEB010000020.1","Genbank","gene",184939,185340,".","-",".","ID=gene-LSM04_006098;Name=LSM04_006098;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006098",402
"JAJSEB010000020.1","Genbank","gene",185484,185849,".","-",".","ID=gene-LSM04_005764;Name=LSM04_005764;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005764",366
"JAJSEB010000020.1","Genbank","gene",186051,186614,".","-",".","ID=gene-LSM04_003676;Name=LSM04_003676;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003676",564
"JAJSEB010000020.1","Genbank","gene",186908,187387,".","+",".","ID=gene-LSM04_008126;Name=LSM04_008126;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008126",480
"JAJSEB010000020.1","Genbank","gene",193013,193345,".","-",".","ID=gene-LSM04_008395;Name=LSM04_008395;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008395",333
"JAJSEB010000020.1","Genbank","gene",203996,204706,".","-",".","ID=gene-LSM04_008522;Name=LSM04_008522;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008522",711
"JAJSEB010000020.1","Genbank","gene",205882,206346,".","+",".","ID=gene-LSM04_007836;Name=LSM04_007836;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007836",465
"JAJSEB010000020.1","Genbank","gene",206354,207366,".","+",".","ID=gene-LSM04_009247;Name=LSM04_009247;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009247",1013
"JAJSEB010000020.1","Genbank","gene",207796,208555,".","-",".","ID=gene-LSM04_003498;Name=LSM04_003498;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003498",760
"JAJSEB010000020.1","Genbank","gene",210406,213111,".","+",".","ID=gene-LSM04_004182;Name=LSM04_004182;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004182",2706
"JAJSEB010000020.1","Genbank","gene",213594,214829,".","+",".","ID=gene-LSM04_003248;Name=LSM04_003248;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003248",1236
"JAJSEB010000020.1","Genbank","gene",218349,219460,".","+",".","ID=gene-LSM04_003324;Name=LSM04_003324;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003324",1112
"JAJSEB010000020.1","Genbank","gene",221177,222613,".","+",".","ID=gene-LSM04_003689;Name=LSM04_003689;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003689",1437
"JAJSEB010000020.1","Genbank","gene",223426,225193,".","+",".","ID=gene-LSM04_002338;Name=LSM04_002338;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002338",1768
"JAJSEB010000020.1","Genbank","gene",225601,227826,".","+",".","ID=gene-LSM04_007260;Name=LSM04_007260;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007260",2226
"JAJSEB010000020.1","Genbank","gene",228476,229816,".","+",".","ID=gene-LSM04_001373;Name=LSM04_001373;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001373",1341
"JAJSEB010000020.1","Genbank","gene",230231,231454,".","+",".","ID=gene-LSM04_005670;Name=LSM04_005670;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005670",1224
"JAJSEB010000020.1","Genbank","gene",231878,232354,".","+",".","ID=gene-LSM04_003861;Name=LSM04_003861;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003861",477
"JAJSEB010000020.1","Genbank","gene",237188,239206,".","-",".","ID=gene-LSM04_004586;Name=LSM04_004586;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004586",2019
"JAJSEB010000020.1","Genbank","gene",239586,242555,".","-",".","ID=gene-LSM04_003895;Name=LSM04_003895;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003895",2970
"JAJSEB010000020.1","Genbank","gene",243186,245696,".","-",".","ID=gene-LSM04_006814;Name=LSM04_006814;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006814",2511
"JAJSEB010000020.1","Genbank","gene",246388,247584,".","-",".","ID=gene-LSM04_003242;Name=LSM04_003242;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003242",1197
"JAJSEB010000020.1","Genbank","gene",247915,249369,".","-",".","ID=gene-LSM04_001397;Name=LSM04_001397;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001397",1455
"JAJSEB010000020.1","Genbank","gene",250077,252440,".","-",".","ID=gene-LSM04_004267;Name=LSM04_004267;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004267",2364
"JAJSEB010000020.1","Genbank","gene",252952,254082,".","-",".","ID=gene-LSM04_001833;Name=LSM04_001833;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001833",1131
"JAJSEB010000020.1","Genbank","gene",254789,256912,".","-",".","ID=gene-LSM04_000361;Name=LSM04_000361;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000361",2124
"JAJSEB010000020.1","Genbank","gene",257760,258374,".","-",".","ID=gene-LSM04_001185;Name=LSM04_001185;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001185",615
"JAJSEB010000020.1","Genbank","gene",258624,259814,".","-",".","ID=gene-LSM04_006844;Name=LSM04_006844;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006844",1191
"JAJSEB010000020.1","Genbank","gene",273297,274745,".","-",".","ID=gene-LSM04_004523;Name=LSM04_004523;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004523",1449
"JAJSEB010000020.1","Genbank","gene",276861,279089,".","-",".","ID=gene-LSM04_004982;Name=LSM04_004982;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004982",2229
"JAJSEB010000020.1","Genbank","gene",281394,283121,".","-",".","ID=gene-LSM04_005702;Name=LSM04_005702;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005702",1728
"JAJSEB010000020.1","Genbank","gene",284528,285844,".","-",".","ID=gene-LSM04_005043;Name=LSM04_005043;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005043",1317
"JAJSEB010000020.1","Genbank","gene",286316,287210,".","-",".","ID=gene-LSM04_005600;Name=LSM04_005600;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005600",895
"JAJSEB010000020.1","Genbank","gene",287681,288547,".","-",".","ID=gene-LSM04_009708;Name=LSM04_009708;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009708",867
"JAJSEB010000020.1","Genbank","gene",289212,290441,".","-",".","ID=gene-LSM04_003835;Name=LSM04_003835;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003835",1230
"JAJSEB010000020.1","Genbank","gene",290852,291769,".","-",".","ID=gene-LSM04_001429;Name=LSM04_001429;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001429",918
"JAJSEB010000020.1","Genbank","gene",292576,293127,".","-",".","ID=gene-LSM04_007530;Name=LSM04_007530;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007530",552
"JAJSEB010000020.1","Genbank","gene",293542,297612,".","-",".","ID=gene-LSM04_008468;Name=LSM04_008468;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008468",4071
"JAJSEB010000020.1","Genbank","gene",298338,300950,".","-",".","ID=gene-LSM04_002691;Name=LSM04_002691;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002691",2613
"JAJSEB010000020.1","Genbank","gene",302647,303384,".","-",".","ID=gene-LSM04_008415;Name=LSM04_008415;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008415",738
"JAJSEB010000020.1","Genbank","gene",305462,305914,".","-",".","ID=gene-LSM04_006148;Name=LSM04_006148;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006148",453
"JAJSEB010000020.1","Genbank","gene",309027,311030,".","-",".","ID=gene-LSM04_005472;Name=LSM04_005472;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005472",2004
"JAJSEB010000020.1","Genbank","gene",312370,313629,".","-",".","ID=gene-LSM04_001437;Name=LSM04_001437;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001437",1260
"JAJSEB010000020.1","Genbank","gene",314250,314963,".","-",".","ID=gene-LSM04_009562;Name=LSM04_009562;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009562",714
"JAJSEB010000020.1","Genbank","gene",316257,319763,".","-",".","ID=gene-LSM04_001494;Name=LSM04_001494;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001494",3507
"JAJSEB010000020.1","Genbank","gene",320891,321845,".","-",".","ID=gene-LSM04_009164;Name=LSM04_009164;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009164",955
"JAJSEB010000020.1","Genbank","gene",321865,322275,".","-",".","ID=gene-LSM04_009466;Name=LSM04_009466;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009466",411
"JAJSEB010000020.1","Genbank","gene",322437,322784,".","-",".","ID=gene-LSM04_004071;Name=LSM04_004071;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004071",348
"JAJSEB010000020.1","Genbank","gene",325363,330516,".","-",".","ID=gene-LSM04_003397;Name=LSM04_003397;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003397",5154
"JAJSEB010000020.1","Genbank","gene",330895,332310,".","-",".","ID=gene-LSM04_007430;Name=LSM04_007430;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007430",1416
"JAJSEB010000020.1","Genbank","gene",333094,336621,".","-",".","ID=gene-LSM04_006983;Name=LSM04_006983;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006983",3528
"JAJSEB010000020.1","Genbank","gene",337409,339439,".","-",".","ID=gene-LSM04_003608;Name=LSM04_003608;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003608",2031
"JAJSEB010000020.1","Genbank","gene",340506,340880,".","-",".","ID=gene-LSM04_007262;Name=LSM04_007262;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007262",375
"JAJSEB010000020.1","Genbank","gene",341528,342115,".","-",".","ID=gene-LSM04_001162;Name=LSM04_001162;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001162",588
"JAJSEB010000020.1","Genbank","gene",342712,343374,".","-",".","ID=gene-LSM04_002954;Name=LSM04_002954;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002954",663
"JAJSEB010000020.1","Genbank","gene",346398,349082,".","-",".","ID=gene-LSM04_009515;Name=LSM04_009515;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009515",2685
"JAJSEB010000020.1","Genbank","gene",350443,354690,".","-",".","ID=gene-LSM04_007861;Name=LSM04_007861;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007861",4248
"JAJSEB010000020.1","Genbank","gene",356220,356882,".","-",".","ID=gene-LSM04_001942;Name=LSM04_001942;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001942",663
"JAJSEB010000020.1","Genbank","gene",358105,358713,".","-",".","ID=gene-LSM04_009727;Name=LSM04_009727;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009727",609
"JAJSEB010000020.1","Genbank","gene",359640,363134,".","-",".","ID=gene-LSM04_008270;Name=LSM04_008270;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008270",3495
"JAJSEB010000020.1","Genbank","gene",363995,368680,".","-",".","ID=gene-LSM04_004936;Name=LSM04_004936;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004936",4686
"JAJSEB010000020.1","Genbank","gene",370362,373199,".","-",".","ID=gene-LSM04_000481;Name=LSM04_000481;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000481",2838
"JAJSEB010000020.1","Genbank","gene",374510,374824,".","-",".","ID=gene-LSM04_000694;Name=LSM04_000694;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000694",315
